,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
192,Adam Ferrara,1,26000000.0,26000000.0,183348429,183348429.0,183348429,183348429.0,120336178.0,120336178.0,157348429.0,157348429.0
193,Adam Fogerty,1,30000000.0,30000000.0,42972994,42972994.0,42972994,42972994.0,-28127006.0,-28127006.0,12972994.0,12972994.0
194,Adam Ganne,1,180000000.0,180000000.0,356700357,356700357.0,356700357,356700357.0,-53356939.0,-53356939.0,176700357.0,176700357.0
195,Adam Garcia,3,108000000.0,36000000.0,182911672,60970557.333333336,182911672,60970557.333333336,12282873.0,4094291.0,74911672.0,24970557.333333332
196,Adam Gates,1,200000000.0,200000000.0,1242805359,1242805359.0,1242805359,1242805359.0,408581744.0,408581744.0,1042805359.0,1042805359.0
197,Adam Gifford,1,1000000.0,1000000.0,454026,454026.0,454026,454026.0,-553835.0,-553835.0,-545974.0,-545974.0
198,Adam Godley,6,739000000.0,123166666.66666667,1141029404,190171567.33333334,1141029404,190171567.33333334,-349994375.0,-58332395.833333336,402029404.0,67004900.666666664
199,Adam Goldberg,5,208000000.0,41600000.0,703223087,140644617.4,703223087,140644617.4,156445364.0,31289072.8,495223087.0,99044617.4
200,Adam Greaves-Neal,1,25000000.0,25000000.0,158970776,158970776.0,158970776,158970776.0,-20587830.0,-20587830.0,133970776.0,133970776.0
201,Adam Gregory,1,20000000.0,20000000.0,136316880,136316880.0,136316880,136316880.0,44167069.0,44167069.0,116316880.0,116316880.0
202,Adam Greydon Reid,1,70000000.0,70000000.0,160112671,160112671.0,160112671,160112671.0,-7678961.0,-7678961.0,90112671.0,90112671.0
203,Adam Hardman,1,2000000.0,2000000.0,5526675,5526675.0,5526675,5526675.0,-14708.0,-14708.0,3526675.0,3526675.0
204,Adam Hendershott,1,16500000.0,16500000.0,13620075,13620075.0,13620075,13620075.0,-4607585.0,-4607585.0,-2879925.0,-2879925.0
205,Adam Herschman,1,23000000.0,23000000.0,38623262,38623262.0,38623262,38623262.0,13323505.0,13323505.0,15623262.0,15623262.0
206,Adam Hicks,1,4000000.0,4000000.0,52425855,52425855.0,52425855,52425855.0,31423380.0,31423380.0,48425855.0,48425855.0
207,Adam Horovitz,1,10000000.0,10000000.0,21075757,21075757.0,21075757,21075757.0,-2412515.0,-2412515.0,11075757.0,11075757.0
208,Adam Hugill,1,95000000.0,95000000.0,384857224,384857224.0,384857224,384857224.0,64227644.0,64227644.0,289857224.0,289857224.0
209,Adam J. Harrington,1,29000000.0,29000000.0,36684136,36684136.0,36684136,36684136.0,-8615864.0,-8615864.0,7684136.0,7684136.0
210,Adam Jackson-Smith,1,13654230.0,13654230.0,23459358,23459358.0,23459358,23459358.0,-10950934.0,-10950934.0,9805128.0,9805128.0
211,Adam James,2,65000000.0,32500000.0,190643454,95321727.0,190643454,95321727.0,-44820370.0,-22410185.0,125643454.0,62821727.0
212,Adam Jennings,1,150000000.0,150000000.0,39233678,39233678.0,39233678,39233678.0,-128607242.0,-128607242.0,-110766322.0,-110766322.0
213,Adam Jones,1,61000000.0,61000000.0,441809770,441809770.0,441809770,441809770.0,87809770.0,87809770.0,380809770.0,380809770.0
214,Adam Karst,1,62000000.0,62000000.0,190400157,190400157.0,190400157,190400157.0,40084362.0,40084362.0,128400157.0,128400157.0
215,Adam Kotz,1,6000000.0,6000000.0,48618191,48618191.0,48618191,48618191.0,11606684.0,11606684.0,42618191.0,42618191.0
216,Adam Kozlowski,1,26350000.0,26350000.0,1577272,1577272.0,1577272,1577272.0,-26329002.0,-26329002.0,-24772728.0,-24772728.0
217,Adam Lamberg,1,17000000.0,17000000.0,55534455,55534455.0,55534455,55534455.0,25734455.0,25734455.0,38534455.0,38534455.0
218,Adam Lazarre-White,2,90000000.0,45000000.0,370293145,185146572.5,370293145,185146572.5,70941989.0,35470994.5,280293145.0,140146572.5
219,Adam LeFevre,10,370200000.0,37020000.0,477637157,47763715.7,477637157,47763715.7,-128430845.0,-12843084.5,107437157.0,10743715.7
220,Adam Leese,1,59000000.0,59000000.0,32140970,32140970.0,32140970,32140970.0,-42209210.0,-42209210.0,-26859030.0,-26859030.0
221,Adam Levine,1,8000000.0,8000000.0,63464861,63464861.0,63464861,63464861.0,8170632.0,8170632.0,55464861.0,55464861.0
222,Adam Levy,1,22000000.0,22000000.0,17669776,17669776.0,17669776,17669776.0,-18757543.0,-18757543.0,-4330224.0,-4330224.0
223,Adam Michael Dodd,1,14000000.0,14000000.0,31972096,31972096.0,31972096,31972096.0,-9297580.0,-9297580.0,17972096.0,17972096.0
224,Adam Nagaitis,1,14000000.0,14000000.0,31972096,31972096.0,31972096,31972096.0,-9297580.0,-9297580.0,17972096.0,17972096.0
225,Adam Nelson,1,25000000.0,25000000.0,156595191,156595191.0,156595191,156595191.0,65135191.0,65135191.0,131595191.0,131595191.0
226,Adam Ozturk,1,30000000.0,30000000.0,48260279,48260279.0,48260279,48260279.0,12070939.0,12070939.0,18260279.0,18260279.0
227,Adam Pally,3,111500000.0,37166666.666666664,404749094,134916364.66666666,404749094,134916364.66666666,73651252.0,24550417.333333332,293249094.0,97749698.0
228,Adam Pascal,2,75000000.0,37500000.0,162766234,81383117.0,162766234,81383117.0,35338724.0,17669362.0,87766234.0,43883117.0
229,Adam Paul,2,120000000.0,60000000.0,160647701,80323850.5,160647701,80323850.5,-20305356.0,-10152678.0,40647701.0,20323850.5
230,Adam Pena,1,70000000.0,70000000.0,94973540,94973540.0,94973540,94973540.0,-14988268.0,-14988268.0,24973540.0,24973540.0
231,Adam Quintero,1,3330300.0,3330300.0,550108,550108.0,550108,550108.0,-3328550.0,-3328550.0,-2780192.0,-2780192.0
232,Adam Riches,1,8000000.0,8000000.0,16053043,16053043.0,16053043,16053043.0,-7917297.0,-7917297.0,8053043.0,8053043.0
233,Adam Riegler,1,5000000.0,5000000.0,26474920,26474920.0,26474920,26474920.0,16506546.0,16506546.0,21474920.0,21474920.0
234,Adam Rodriguez,3,31000000.0,10333333.333333334,171678373,57226124.333333336,171678373,57226124.333333336,83677144.0,27892381.333333332,140678373.0,46892791.0
235,Adam Rose,2,54000000.0,27000000.0,136898386,68449193.0,136898386,68449193.0,13107723.0,6553861.5,82898386.0,41449193.0
236,Adam Rothenberg,2,38000000.0,19000000.0,32365047,16182523.5,32365047,16182523.5,-15305829.0,-7652914.5,-5634953.0,-2817476.5
237,Adam Sandler,26,1735500000.0,66750000.0,4585237942,176355305.46153846,4585237942,176355305.46153846,639224423.0,24585554.730769232,2849737942.0,109605305.46153846
238,Adam Scarimbolo,3,6144314.910765688,2048104.9702552294,1133271,377757.0,1133271,377757.0,-5633547.910765688,-1877849.3035885626,-5011043.910765688,-1670347.9702552294
239,Adam Schumann,1,20000000.0,20000000.0,9995692,9995692.0,9995692,9995692.0,-10463700.0,-10463700.0,-10004308.0,-10004308.0
240,Adam Scott,15,520500000.0,34700000.0,1119805484,74653698.93333334,1119805484,74653698.93333334,86688752.0,5779250.133333334,599305484.0,39953698.93333333
241,Adam Sevani,3,92500000.0,30833333.333333332,396445837,132148612.33333333,396445837,132148612.33333333,22822390.0,7607463.333333333,303945837.0,101315279.0
242,Adam Shapiro,1,30000000.0,30000000.0,34441873,34441873.0,34441873,34441873.0,-12233342.0,-12233342.0,4441873.0,4441873.0
243,Adam Solomonian,1,11000000.0,11000000.0,78274843,78274843.0,78274843,78274843.0,39474843.0,39474843.0,67274843.0,67274843.0
244,Adam Szyszkowski,1,4773430.0,4773430.0,20343051,20343051.0,20343051,20343051.0,-193382.0,-193382.0,15569621.0,15569621.0
245,Adam Tanguay,1,24000000.0,24000000.0,36609995,36609995.0,36609995,36609995.0,8722798.0,8722798.0,12609995.0,12609995.0
246,Adam Tomei,3,101000000.0,33666666.666666664,251180295,83726765.0,251180295,83726765.0,34883045.0,11627681.666666666,150180295.0,50060098.333333336
247,Adam Trese,2,19000000.0,9500000.0,111674030,55837015.0,111674030,55837015.0,31705605.0,15852802.5,92674030.0,46337015.0
248,Adam Wendling,1,100000000.0,100000000.0,154711438,154711438.0,154711438,154711438.0,-64946340.0,-64946340.0,54711438.0,54711438.0
249,Adam West,1,150000000.0,150000000.0,314432837,314432837.0,314432837,314432837.0,-14613335.0,-14613335.0,164432837.0,164432837.0
250,Adam Woronowicz,1,4773430.0,4773430.0,20343051,20343051.0,20343051,20343051.0,-193382.0,-193382.0,15569621.0,15569621.0
251,Adamo Dionisi,1,4440400.0,4440400.0,5080147,5080147.0,5080147,5080147.0,-4292175.0,-4292175.0,639747.0,639747.0
252,Adande 'Swoozie' Thorne,1,30000000.0,30000000.0,16080475,16080475.0,16080475,16080475.0,-22114706.0,-22114706.0,-13919525.0,-13919525.0
253,Addison Riecke,1,10500000.0,10500000.0,27869129,27869129.0,27869129,27869129.0,209995.0,209995.0,17369129.0,17369129.0
254,Addison Timlin,3,45000000.0,15000000.0,108191873,36063957.666666664,108191873,36063957.666666664,20403062.0,6801020.666666667,63191873.0,21063957.666666668
255,Ade,1,2414978244.9831553,2414978244.9831553,5394518577,5394518577.0,5394518577,5394518577.0,-273912902.98315525,-273912902.98315525,2979540332.0168447,2979540332.0168447
256,Ade Oyefeso,1,40000000.0,40000000.0,24177137,24177137.0,24177137,24177137.0,-29335251.0,-29335251.0,-15822863.0,-15822863.0
257,Adeel Akhtar,5,263000000.0,52600000.0,458412917,91682583.4,458412917,91682583.4,-79612430.0,-15922486.0,195412917.0,39082583.4
258,Adel Bencherif,5,96440400.0,19288080.0,279702888,55940577.6,279702888,55940577.6,-27071427.0,-5414285.4,183262488.0,36652497.6
259,Adel Karam,2,4443130.0,2221565.0,17850352,8925176.0,17850352,8925176.0,-2386245.0,-1193122.5,13407222.0,6703611.0
260,Adel Odai,1,5000000.0,5000000.0,784604,784604.0,784604,784604.0,-4934612.0,-4934612.0,-4215396.0,-4215396.0
261,Adelaide Clemens,3,127900000.0,42633333.333333336,410053304,136684434.66666666,410053304,136684434.66666666,34544494.0,11514831.333333334,282153304.0,94051101.33333333
262,Adelaide Kane,1,3000000.0,3000000.0,89328627,89328627.0,89328627,89328627.0,61473115.0,61473115.0,86328627.0,86328627.0
263,Adele Proom,1,40000000.0,40000000.0,65754228,65754228.0,65754228,65754228.0,-14711897.0,-14711897.0,25754228.0,25754228.0
264,Adele Tirante,1,50000000.0,50000000.0,56996304,56996304.0,56996304,56996304.0,-24886293.0,-24886293.0,6996304.0,6996304.0
265,Adeline D'Hermy,1,13321200.0,13321200.0,21026290,21026290.0,21026290,21026290.0,-12597607.0,-12597607.0,7705090.0,7705090.0
266,Aden Gillett,1,8000000.0,8000000.0,11155214,11155214.0,11155214,11155214.0,293784.0,293784.0,3155214.0,3155214.0
267,Aden Young,2,135000000.0,67500000.0,133885701,66942850.5,133885701,66942850.5,-90799744.0,-45399872.0,-1114299.0,-557149.5
268,Adeola Ariyo,1,30000000.0,30000000.0,22472631,22472631.0,22472631,22472631.0,-18991230.0,-18991230.0,-7527369.0,-7527369.0
269,Adepero Oduye,1,120000000.0,120000000.0,221600160,221600160.0,221600160,221600160.0,-86299840.0,-86299840.0,101600160.0,101600160.0
270,Adetokumboh M'Cormack,1,70000000.0,70000000.0,211819354,211819354.0,211819354,211819354.0,13552429.0,13552429.0,141819354.0,141819354.0
271,Adewale Akinnuoye-Agbaje,11,826000000.0,75090909.0909091,1950233174,177293924.9090909,1950233174,177293924.9090909,57718632.0,5247148.363636363,1124233174.0,102203015.81818181
272,Adhir Kalyan,3,64000000.0,21333333.333333332,221598624,73866208.0,221598624,73866208.0,114848755.0,38282918.333333336,157598624.0,52532874.666666664
273,Adi Carauleanu,1,654959.0,654959.0,10174839,10174839.0,10174839,10174839.0,543249.0,543249.0,9519880.0,9519880.0
274,Adi Krayem,1,2100000.0,2100000.0,614444,614444.0,614444,614444.0,-1744000.0,-1744000.0,-1485556.0,-1485556.0
275,Adie Allen,1,5400000.0,5400000.0,12055868,12055868.0,12055868,12055868.0,-3811850.0,-3811850.0,6655868.0,6655868.0
276,Adil Hussain,2,191513799.4152186,95756899.7076093,645962534,322981267.0,645962534,322981267.0,-62374776.41521859,-31187388.207609296,454448734.5847814,227224367.2923907
277,Adilah Barnes,1,50000000.0,50000000.0,56714147,56714147.0,56714147,56714147.0,-18054251.0,-18054251.0,6714147.0,6714147.0
278,Aditi Rao Hydari,1,10920000.0,10920000.0,1651601,1651601.0,1651601,1651601.0,-9933303.0,-9933303.0,-9268399.0,-9268399.0
279,Aditi Vasudev,1,7395080.0,7395080.0,5277766,5277766.0,5277766,5277766.0,-4523124.0,-4523124.0,-2117314.0,-2117314.0
280,Aditya Pancholi,3,34305512.6346067,11435170.878202232,18164213,6054737.666666667,18164213,6054737.666666667,-24649566.634606697,-8216522.211535566,-16141299.634606697,-5380433.211535566
281,Aditya Roy Kapoor,1,19791641.904580787,19791641.904580787,17987034,17987034.0,17987034,17987034.0,-17062305.904580787,-17062305.904580787,-1804607.9045807868,-1804607.9045807868
282,Aditya Seal,1,10555542.349109754,10555542.349109754,1635907,1635907.0,1635907,1635907.0,-9776976.349109754,-9776976.349109754,-8919635.349109754,-8919635.349109754
283,Aditya Srivastav,1,3958328.3809161577,3958328.3809161577,5859242,5859242.0,5859242,5859242.0,-3204728.3809161577,-3204728.3809161577,1900913.6190838423,1900913.6190838423
284,Adivi Sesh,1,18026148.0,18026148.0,7934787,7934787.0,7934787,7934787.0,-11288148.0,-11288148.0,-10091361.0,-10091361.0
285,Adjoa Andoh,1,60000000.0,60000000.0,122426792,122426792.0,122426792,122426792.0,-22508636.0,-22508636.0,62426792.0,62426792.0
286,Adnan Haskovic,2,53631300.0,26815650.0,95834043,47917021.5,95834043,47917021.5,-49049355.0,-24524677.5,42202743.0,21101371.5
287,Adoni Maropis,3,345000000.0,115000000.0,671651256,223883752.0,671651256,223883752.0,-114158133.0,-38052711.0,326651256.0,108883752.0
288,Adreana Gonzalez,1,20000000.0,20000000.0,25000167,25000167.0,25000167,25000167.0,-896928.0,-896928.0,5000167.0,5000167.0
289,Adria Arjona,3,185000000.0,61666666.666666664,367874689,122624896.33333333,367874689,122624896.33333333,-61898744.0,-20632914.666666668,182874689.0,60958229.666666664
290,Adria Baratta,1,110000000.0,110000000.0,563749323,563749323.0,563749323,563749323.0,32614158.0,32614158.0,453749323.0,453749323.0
291,Adrian Alonso,1,75000000.0,75000000.0,142400065,142400065.0,142400065,142400065.0,-28535977.0,-28535977.0,67400065.0,67400065.0
292,Adrian Can,1,34068969.0,34068969.0,31626978,31626978.0,31626978,31626978.0,-26325175.0,-26325175.0,-2441991.0,-2441991.0
293,Adrian Ciscato,1,80000000.0,80000000.0,1034799409,1034799409.0,1034799409,1034799409.0,184624300.0,184624300.0,954799409.0,954799409.0
294,Adrian Collins,2,106000000.0,53000000.0,401286900,200643450.0,401286900,200643450.0,16825978.0,8412989.0,295286900.0,147643450.0
295,Adrian Dearnell,1,21000000.0,21000000.0,43928932,43928932.0,43928932,43928932.0,4296447.0,4296447.0,22928932.0,22928932.0
296,Adrian Dunbar,1,35000000.0,35000000.0,43155261,43155261.0,43155261,43155261.0,-28299965.0,-28299965.0,8155261.0,8155261.0
297,Adrian Grenier,4,145000000.0,36250000.0,410217894,102554473.5,410217894,102554473.5,32466151.0,8116537.75,265217894.0,66304473.5
298,Adrian Hein,1,150000000.0,150000000.0,264770996,264770996.0,264770996,264770996.0,-15193087.0,-15193087.0,114770996.0,114770996.0
299,Adrian Holmes,3,282000000.0,94000000.0,682259460,227419820.0,682259460,227419820.0,-82867601.0,-27622533.666666668,400259460.0,133419820.0
300,Adrian Hough,2,62000000.0,31000000.0,94392136,47196068.0,94392136,47196068.0,-1286586.0,-643293.0,32392136.0,16196068.0
301,Adrian Lester,1,26000000.0,26000000.0,28190603,28190603.0,28190603,28190603.0,-12738149.0,-12738149.0,2190603.0,2190603.0
302,Adrian M. Mompoint,1,7700000.0,7700000.0,43016528,43016528.0,43016528,43016528.0,7137422.0,7137422.0,35316528.0,35316528.0
303,Adrian Marrero,1,10000000.0,10000000.0,7997774,7997774.0,7997774,7997774.0,-5897352.0,-5897352.0,-2002226.0,-2002226.0
304,Adrian Martinez,9,221400000.0,24600000.0,537849945,59761105.0,537849945,59761105.0,-14396867.0,-1599651.888888889,316449945.0,35161105.0
305,Adrian McLoughlin,1,13000000.0,13000000.0,24646055,24646055.0,24646055,24646055.0,-4952144.0,-4952144.0,11646055.0,11646055.0
306,Adrian Moore,1,7770700.0,7770700.0,7736632,7736632.0,7736632,7736632.0,-6396725.0,-6396725.0,-34068.0,-34068.0
307,Adrian Paul,1,25000000.0,25000000.0,15843608,15843608.0,15843608,15843608.0,-12188142.0,-12188142.0,-9156392.0,-9156392.0
308,Adrian Pintea,1,5000000.0,5000000.0,2624759,2624759.0,2624759,2624759.0,-4755603.0,-4755603.0,-2375241.0,-2375241.0
309,Adrian Quinton,1,81000000.0,81000000.0,414351546,414351546.0,414351546,414351546.0,47261724.0,47261724.0,333351546.0,333351546.0
310,Adrian Rawlins,6,362101000.0,60350166.666666664,1975461762,329243627.0,1975461762,329243627.0,279275550.0,46545925.0,1613360762.0,268893460.3333333
311,Adrian Ricard,1,120000000.0,120000000.0,353133898,353133898.0,353133898,353133898.0,24801023.0,24801023.0,233133898.0,233133898.0
312,Adrian Salas,1,100000.0,100000.0,42964410,42964410.0,42964410,42964410.0,22664410.0,22664410.0,42864410.0,42864410.0
313,Adrian Santiago,1,420000.0,420000.0,993313,993313.0,993313,993313.0,-161616.0,-161616.0,573313.0,573313.0
314,Adrian Scarborough,4,103624504.994385,25906126.24859625,651793664,162948416.0,651793664,162948416.0,140869928.005615,35217482.00140375,548169159.005615,137042289.75140375
315,Adrian Schiller,4,97000000.0,24250000.0,170730835,42682708.75,170730835,42682708.75,-13543778.0,-3385944.5,73730835.0,18432708.75
316,Adrian Titieni,1,2000000.0,2000000.0,2029693,2029693.0,2029693,2029693.0,-1824025.0,-1824025.0,29693.0,29693.0
317,Adrian Vancica,1,2000000.0,2000000.0,2029693,2029693.0,2029693,2029693.0,-1824025.0,-1824025.0,29693.0,29693.0
318,Adrian Wheeler,1,52000000.0,52000000.0,176345966,176345966.0,176345966,176345966.0,-48043969.0,-48043969.0,124345966.0,124345966.0
319,Adriana Altaras,1,40000000.0,40000000.0,61601280,61601280.0,61601280,61601280.0,-1877117.0,-1877117.0,21601280.0,21601280.0
320,Adriana Barraza,7,314000000.0,44857142.85714286,802656592,114665227.42857143,802656592,114665227.42857143,34016509.0,4859501.285714285,488656592.0,69808084.57142857
321,Adriana Biasi,1,22000000.0,22000000.0,67937494,67937494.0,67937494,67937494.0,827153.0,827153.0,45937494.0,45937494.0
322,Adriana Mastrángelo,1,5000000.0,5000000.0,2874474,2874474.0,2874474,2874474.0,-4481478.0,-4481478.0,-2125526.0,-2125526.0
323,Adriana Millan,1,2000000.0,2000000.0,5969708,5969708.0,5969708,5969708.0,1337931.0,1337931.0,3969708.0,3969708.0
324,Adriana O'Neil,1,10000000.0,10000000.0,77578320,77578320.0,77578320,77578320.0,45389516.0,45389516.0,67578320.0,67578320.0
325,Adriana Ozores,1,3000000.0,3000000.0,3470651,3470651.0,3470651,3470651.0,-2992983.0,-2992983.0,470651.0,470651.0
326,Adriana Paz,1,245000000.0,245000000.0,880674609,880674609.0,880674609,880674609.0,-44925391.0,-44925391.0,635674609.0,635674609.0
327,Adriana Ugarte,1,1498635.0,1498635.0,22468044,22468044.0,22468044,22468044.0,-7687.0,-7687.0,20969409.0,20969409.0
328,Adriane Lenox,5,129541400.0,25908280.0,721583324,144316664.8,721583324,144316664.8,354061818.0,70812363.6,592041924.0,118408384.8
329,Adrianne Krstansky,1,15000000.0,15000000.0,8087000,8087000.0,8087000,8087000.0,-10558728.0,-10558728.0,-6913000.0,-6913000.0
330,Adrianne Palicki,4,241000000.0,60250000.0,580691370,145172842.5,580691370,145172842.5,9535758.0,2383939.5,339691370.0,84922842.5
331,Adriano Giannini,2,70000000.0,35000000.0,81809597,40904798.5,81809597,40904798.5,-42917903.0,-21458951.5,11809597.0,5904798.5
332,Adrien Barazzone,1,7215650.0,7215650.0,5873256,5873256.0,5873256,5873256.0,-6905884.0,-6905884.0,-1342394.0,-1342394.0
333,Adrien Brody,13,595000000.0,45769230.76923077,1479921990,113840153.07692307,1479921990,113840153.07692307,-56382195.0,-4337091.923076923,884921990.0,68070922.3076923
334,Adrien Dorval,2,90000000.0,45000000.0,128693758,64346879.0,128693758,64346879.0,-13329409.0,-6664704.5,38693758.0,19346879.0
335,Adrien Gamache,1,1600000.0,1600000.0,10104,10104.0,10104,10104.0,-1589896.0,-1589896.0,-1589896.0,-1589896.0
336,Adrien Sissoko,1,2886260.0,2886260.0,2027391,2027391.0,2027391,2027391.0,-2068921.0,-2068921.0,-858869.0,-858869.0
